Number,Brand Name,Ctag,Photo,Description,Grading,Ecoring Grading,備考(付属品）,Cost(price after Tax),Befor Tax,125% Reference prices,Reserved price(指値),相場/Market price,委託番号,1,2,3,Sales commission,result(after tax),Profit / Loss,Sold,C-tag scan,Buyer,Memo
21.0,Louis Vuitton,C277911,,"Beverly, Monogram, Canvas",,,strap,37389.0,,,35000.0,,,27000.0,24000.0,19000.0,1540.0,19360.0,,False,,,crack on the handle
22.0,Prada,C266640,,"Crossbody Bag, Nylon",,,,20394.0,,,25000.0,,,12000.0,12000.0,12000.0,1540.0,11660.000000000002,-8294.0,True,,,tear in interior
23.0,Prada,C263793,,"Shoulder Bag, Leather",,,,31900.0,,,35000.0,,,21000.0,16000.0,19000.0,1540.0,19360.0,,False,,,"stain, scuffed"
24.0,Christian Dior,C243801,,"Shoulder bag, Trotter, Canvas and leather",,,,14690.0,,,20000.0,,,14000.0,,,1540.0,13860.000000000002,-830.0,True,,,handle crack
25.0,Christian Dior,C282741,,"Handbag, Denim",,,dustcover,45000.0,,,50000.0,,,40000.0,,,1540.0,42460.0,-2540.0,True,,,painted
26.0,Christian Dior,C214470,,"Coin case, Trotter, Canvas",,,dustcover,24926.0,,,28000.0,,,13000.0,,8000.0,990.0,7810.0,,False,,,
27.0,Christian Dior,C264088,,"Compact wallet, Trotter, Canvas",,,box dustbag,35200.0,,,40000.0,,,27000.0,25000.0,27000.0,1540.0,28160.000000000004,-6600.0,True,,,
28.0,Yves Saint Laurent,C264019,,"Shoulder Bag, Leather",,,,25740.0,,,28000.0,,,,8000.0,10000.0,990.0,10010.0,,False,,,
29.0,Bottega Veneta,C262155,,"Handbag, intrecciato, Leather",,,,36036.0,,,40000.0,,,34000.0,,,1540.0,35860.0,-176.0,True,,,painted
30.0,Loewe,C256002,,"Wallet, Leather",,,box dustcover,13695.0,,,18000.0,,,11000.0,14000.0,,1540.0,13860.000000000002,605.0,True,,,corner scuffed
31.0,Salvatore Ferragamo,C262943,,"Shoulder Bag, Leather",,,,16500.0,,,20000.0,,,20000.0,,,1540.0,20460.0,3960.0,True,,,different button
32.0,Fendi,C245043,,"Handbag, Zucchino, Nylon",,,,23730.0,,,25000.0,,,16000.0,,12000.0,1540.0,11660.000000000002,,False,,,crack on the corner
33.0,Fendi,C242837,,"Mama baguette, shoulder bag, denim",,,,19800.0,,,20000.0,,,15000.0,,,1540.0,14960.0,-2640.0,True,,,sticky handle
34.0,Hermès,C158249,,"Scarf, Silk",,,,21527.0,,,18000.0,,,,6000.0,7000.0,990.0,6710.000000000001,,False,,,no tag
35.0,Hermès,C234346,,"Scarf, Silk",,,,15604.0,,,15000.0,,,7000.0,7000.0,12000.0,1540.0,11660.000000000002,-3504.0,True,,,no tag
36.0,Chanel,C262379,,"W lock wallet, Coco mark, Caviar, Textured leather",,,"基準外の
連絡あり",16995.0,,,15000.0,,,11000.0,,,1540.0,10560.000000000002,-6435.0,True,,,broken button
37.0,Gucci,C230454,,"Coin Case, GG canvas, Canvas and leather",,,,18000.0,,,18000.0,,,9000.0,12000.0,,1540.0,11660.000000000002,-5900.0,True,,,stain sticy
38.0,Fendi,C121274,,"Bag charm, Fur",,,,18388.7,,,18000.0,,,14000.0,,,1540.0,13860.000000000002,-4528.7,True,,,
39.0,Chanel,C217988,,Chain belt,,,,71379.0,,,75000.0,,,,33000.0,28000.0,1540.0,29260.000000000004,,False,,,
40.0,Chanel,C277280,,Earrings,,,,27500.0,,,35000.0,,,,9000.0,13000.0,1540.0,12760.000000000002,-14300.0,True,,,broken
41.0,Chanel,C284704,,"Earrings, Faux pearl, Gold plated metal",,,box,16500.0,,,20000.0,,,,4000.0,1000.0,990.0,110.0,,False,,,
,Chanel,C144187,,"Box, paper",,,,540.0,,,,,,,,,,,,False,,,
42.0,Chanel,C241632,,Accessory,,,case,41810.0,,,40000.0,,,,,9000.0,990.0,8910.0,,False,,,broken
43.0,Hermès,C254194,,Bangle,,,box dustcover,29700.0,,,22000.0,,,,,,,,,False,,,crack
44.0,Tiffany & Co.,C251226,,"Bean necklace, Sterling Silver 925",,,,12489.0,,,13000.0,,,12000.0,,,1540.0,11660.000000000002,-829.0,True,,,peeling
45.0,Tiffany & Co.,C240102,,"Necklace, Loving heart, Silver 925",,,,11987.0,,,12000.0,,,6000.0,6000.0,6000.0,990.0,5610.000000000001,,False,,,
46.0,Tiffany & Co.,C240078,,"Necklace, Teardrop, Silver 925",,,dustcover,11987.0,,,12000.0,,,,6000.0,5000.0,990.0,4510.0,,False,,,
47.0,Gucci,C251259,,Ring,,,,10124.0,,,11000.0,,,,2000.0,3000.0,990.0,2310.0000000000005,,False,,,
48.0,Louis Vuitton,C208464,,ボールペン,,,,14729.0,,,15000.0,,,,5000.0,3000.0,990.0,2310.0000000000005,,False,,,
49.0,Cartier,C235515,,"Watch, Santos Octagon, Stainless Steel",,,,120991.0,,,130000.0,,,128000.0,,,2640.0,138160.0,17169.0,True,,,broken？
50.0,Louis Vuitton,C261757,,"Watch, Tambour, SS",,,,91300.0,,,90000.0,,,84000.0,,,2640.0,89760.00000000001,-1540.0,True,,,BC
