Number,Brand Name,Ctag,Photo,Description,Grading,Ecoring Grading,備考(付属品）,Cost(price after Tax),Befor Tax,125% Reference prices,Reserved price(指値),相場/Market price,委託番号,1,2,3,Sales commission,result(after tax),Profit / Loss,Sold,C-tag scan,Buyer,Memo
51,Louis Vuitton,C237069,,"Shoulder Bag, Plastic",,,,29380.0,,,38000.0,,,,16000.0,13000.0,1540.0,12760.000000000002,,False,,,
52,Gucci,C232615,,"Belt, Leather",,,,12430.0,,,23000.0,,,,9000.0,9000.0,990.0,8910.0,,False,,,
53,Prada,C221660,,"Sunglasses, Plastic",,,case,6000.0,,,10000.0,,,6000.0,,,990.0,5610.000000000001,-390.0,True,,,
54,Chloe,C172148,,"Sunglasses, Plastic",,,,3300.0,,,8500.0,,,2000.0,1000.0,2000.0,990.0,1210.0,,False,,,
55,Gucci,C71918,,"Sunglasses, Metal",,,エコリング破損、買い取り,1.0,,,10000.0,,,,,,,,10999.0,True,,,
56,Tory Burch,C79210,,"Long wallet, Textured leather",,,,1.0,,,8000.0,,,,,,,,1209.0,True,,,
57,Gucci,C219456,,"Agenda Cover, Leather",,,ボールペン,7150.0,,,14000.0,,,2000.0,3000.0,2000.0,990.0,1210.0,,False,,,
58,Louis Vuitton,C207612,,Accessory　鍵×10,,,,16995.0,,,30000.0,,,,,,,,,False,,,
59,Gucci,C223055,,"Wallet, Cotton",,,,7931.0,,,14000.0,,,3000.0,3000.0,4000.0,990.0,3410.0,,False,,,
60-1,Chanel,C218603,,"Accessory,  Perfume",,,,10450.0,,,25000.0,,,13000.0,,,1540.0,12760.000000000002,2310.0,True,,,
60-2,Chanel,C55170,,Perfume,,,,0.0,,,,,,,,,,,,False,,,
61,Louis Vuitton,C234060,,"Key Case, Leather",,,,4520.0,,,8500.0,,,3000.0,,,990.0,2310.0000000000005,-2210.0,True,,,
62,Cartier,C216334,,"Wallet, Leather",,,box,4400.0,,,9000.0,,,1000.0,2000.0,,990.0,1210.0,-2750.0,True,,,
63,Celine,C204099,,"Wallet, Leather",,,,2825.0,,,12000.0,,,2000.0,,,990.0,1210.0,-515.0,True,,,
64,Louis Vuitton,C222800,,"Wallet, Leather",,,,6798.0,,,12000.0,,,6000.0,,,990.0,5610.000000000001,-88.0,True,,,
65,Christian Dior,C231114,,Accessory イヤリング,,,,7700.0,,,15000.0,,,1000.0,2000.0,2000.0,990.0,1210.0,,False,,,
66,Louis Vuitton,C234062,,"Key Case, Plastic",,,,5085.0,,,10000.0,,,5000.0,,,990.0,4510.0,-575.0,True,,,
67,Bottega Veneta,C222891,,"Card Case, Leather",,,box,2260.0,,,8000.0,,,1000.0,2000.0,,990.0,1210.0,-610.0,True,,,
68,Fendi,C230717,,"Wallet, Leather",,,,4620.0,,,12000.0,,,,2000.0,,990.0,1210.0,-2970.0,True,,,
69,Gucci,C232233,,"Key Case, Leather",,,,3575.0,,,10000.0,,,2000.0,,,990.0,1210.0,-2365.0,True,,,
70,Louis Vuitton,C239301,,"Wallet, Plastic",,,,8800.0,,,15000.0,,,4000.0,4000.0,3000.0,990.0,2310.0000000000005,,False,,,
71,Miu Miu,C240935,,"Handbag, Leather",,,"dustcover, strap",33000.0,,,50000.0,,,22000.0,,26000.0,1540.0,27060.000000000004,,False,,,
72,Celine,C242835,,"Handbag, Leather",,,,41800.0,,,58000.0,,,,,,,,,False,,,
73,Balenciaga,C245406,,"Shoulder Bag, Cotton",,,dustcover,25300.0,,,40000.0,,,32000.0,35000.0,,1540.0,36960.0,12100.0,True,,,
74,Chanel,C244786,,"Wallet, Leather",,,"box, card",29380.0,,,48000.0,,,,,21000.0,1540.0,21560.000000000004,,False,,,
75,Miu Miu,C227209,,"Clutch Bag, Leather",,,,11000.0,,,30000.0,,,,,11000.0,1540.0,10560.000000000002,,False,,,
76,Gucci,C226741,,"Hat, Textile",,,,14300.0,,,20000.0,,,11000.0,5000.0,8000.0,990.0,7810.0,,False,,,
77,Hermès,C221588,,"Hat, Textile",,,,16500.0,,,24000.0,,,,9000.0,8000.0,990.0,7810.0,,False,,,
78,Courreges　クレージュ,C150392,,"Dress, Acrylic and Wool　ワンピース",,,,8184.0,,,15000.0,,,3000.0,,1000.0,990.0,110.0,,False,,,
79,Louis Vuitton,C176808,,Clothing　ジャケット,,,,30030.0,,,70000.0,,,,31000.0,,1540.0,32560.0,4070.0,True,,,
80,Maxmara,C129664,,Wollen Coat,,,,29640.0,,,45000.0,,,,14000.0,,1540.0,13860.000000000002,,False,,,
81,Louis Vuitton,C207234,,Clothing スカート,,,,11550.0,,,30000.0,,,,,,,,,False,,,
82,Christian Dior,C231258,,Clothing トップス,,,,3850.0,,,15000.0,,,,,1000.0,990.0,110.0,,False,,,
83,Louis Vuitton,C217970,,Clothing　Tシャツ,,,,26059.0,,,35000.0,,,,,,,,24101.0,True,,,
84,Chanel,C152360,,"Jacket, Wool",,,,87780.0,,,120000.0,,,90000.0,,,2640.0,96360.00000000001,8580.0,True,,,
85,Chanel,C205211,,Clothing スカート,,,,6362.0,,,12000.0,,,5000.0,,,990.0,4510.0,3098.0,True,,,
86,Bottega Veneta,C237285,,"Hat, Textile ニット帽",,,,5500.0,,,15000.0,,,3000.0,,5000.0,990.0,4510.0,,False,,,
87,Salvatore Ferragamo,C222109,,Clothing　パンツ,,,,577.0,,,20000.0,,,,,,,,,False,,,
88,Christian Dior,C175487,,"Bathrobe, Cotton",,,,14300.0,,,25000.0,,,,10000.0,2000.0,990.0,1210.0,,False,,,
89,No brand　アクリス,C87825,,Clothing　スカート,,,,2530.0,,,15000.0,,,,,,,,,False,,,
90,DSQUARED2 ディースクエアード,C175492,,"Down jacket, Nylon",,,,11000.0,,,50000.0,,,,,8000.0,990.0,7810.0,,False,,,
91,Lucien Pellat-Finet ルシアンペラフィネ ,C175439,,"Coat, Cotton ダウン",,,,9200.0,,,50000.0,,,,,9000.0,990.0,8910.0,6200.0,True,,,
92,Chanel,C152927,,"Sweater,Wool",,,,25388.0,,,40000.0,,,24000.0,,20000.0,1540.0,20460.0,,False,,,
93,Marc Jacobs,C152410,,"Sweater, Wool",,,,2750.0,,,8000.0,,,2000.0,,,990.0,1210.0,-1540.0,True,,,
94,Gucci,C211803,,"Hat, Textile",,,,19477.0,,,25000.0,,,,11000.0,5000.0,990.0,4510.0,,False,,,
95,Louis Vuitton,C152988,,"Tops, Cotton",,,,17288.7,,,30000.0,,,,,5000.0,990.0,4510.0,,False,,,
96,Louis Vuitton,C216554,,"Hat, Textile ニット帽",,,,33990.0,,,50000.0,,,26000.0,,16000.0,1540.0,16060.0,,False,,,
97,Chanel,C152853,,"Leggings, Cotton",,,,25388.0,,,55000.0,,,,,27000.0,1540.0,28160.000000000004,3212.0,True,,,
98,Gucci,C201980,,"Boots, Suede",,,dustcover,8085.0,,,14000.0,,,3000.0,2000.0,1000.0,990.0,110.0,,False,,,
99,Prada,C203578,,"Footwear Covered, Leather",,,,9058.0,,,20000.0,,,2000.0,1000.0,3000.0,990.0,2310.0000000000005,,False,,,
100,Ralph Lauren,C201266,,"Footwear Covered, Leather",,,,500.0,,,5000.0,,,,,,,,4010.0,True,,,
